Etapa,Rede,Código da CREDE,CREDE,Código do Município,Município,Edição,Proficiência Média,Desvio Padrão,Indicação do Padrão de Desempenho,% Não Alfabetizado,% Alfabetização Incompleta,% Intermediário,% Suficiente,% Desejável,Nº de Alunos Previstos,Nº de Alunos Avaliados,Participação (%)
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2301000,AQUIRAZ,2007,118.146222592132,65.8009612458271,Intermediário,31.0943396226415,15.7735849056604,14.188679245283,11.0188679245283,27.9245283018868,1705,1325,77.7126099706745
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2301109,ARACATI,2007,132.30977621534,71.5181293339834,Suficiente,26.9757639620653,10.6427818756586,12.118018967334,12.3287671232877,37.9346680716544,1265,949,75.0197628458498
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2301208,ARACOIABA,2007,108.305829737229,67.9024479105656,Intermediário,39.4101876675603,15.5495978552279,10.9919571045576,11.2600536193029,22.7882037533512,477,373,78.1970649895178
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2301257,ARARENDA,2007,94.7465994315329,54.7500004587592,Alfabetização Incompleta,43.6123348017621,16.2995594713656,14.0969162995595,9.69162995594714,16.2995594713656,276,227,82.2463768115942
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2301307,ARARIPE,2007,107.051075190535,63.4198827166602,Intermediário,36.8421052631579,19.0611664295875,13.9402560455192,7.82361308677098,22.3328591749644,892,703,78.8116591928251
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2301406,ARATUBA,2007,147.816958556256,59.9218004296281,Suficiente,8.17843866171004,15.6133828996283,16.728624535316,15.9851301115242,43.4944237918216,312,269,86.2179487179487
2º Ano do Ensino Fundamental,MUNICIPAL,15,TAUA,2301505,ARNEIROZ,2007,139.412111415896,78.7519788638128,Suficiente,29.9065420560748,12.1495327102804,7.47663551401869,4.67289719626168,45.7943925233645,164,107,65.2439024390244
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2301604,ASSARE,2007,101.980223182492,67.7117747276025,Intermediário,43.5897435897436,18.8034188034188,9.4017094017094,7.26495726495726,20.9401709401709,666,468,70.2702702702703
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2301703,AURORA,2007,120.042662331008,65.6554299038199,Intermediário,27.7008310249307,16.3434903047091,16.3434903047091,11.0803324099723,28.5318559556787,484,361,74.5867768595041
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2301802,BAIXIO,2007,65.0345820396111,42.6093323682374,Não Alfabetizado,68.0412371134021,16.4948453608247,6.18556701030928,1.03092783505155,8.24742268041237,139,97,69.7841726618705
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2301851,BANABUIU,2007,107.318568185776,74.2804501365388,Intermediário,45.7912457912458,13.8047138047138,9.76430976430976,5.38720538720539,25.2525252525253,427,297,69.5550351288056
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2301901,BARBALHA,2007,132.236762555419,71.3463515627034,Suficiente,26.3522884882108,12.3439667128988,14.1470180305132,10.2635228848821,36.8932038834951,1042,721,69.1938579654511
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2301950,BARREIRA,2007,85.58304881357,54.3922221492142,Alfabetização Incompleta,53.2,18.0,9.6,5.2,14.0,377,250,66.3129973474801
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2302008,BARRO,2007,102.263140775362,58.2697942361299,Intermediário,38.3275261324042,16.7247386759582,17.0731707317073,7.66550522648084,20.2090592334495,375,287,76.5333333333333
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2302057,BARROQUINHA,2007,89.5253134355423,57.8653702980589,Alfabetização Incompleta,51.1705685618729,15.7190635451505,9.36454849498328,8.36120401337793,15.3846153846154,342,299,87.4269005847953
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2302107,BATURITE,2007,101.715734347305,66.147009512444,Intermediário,44.4444444444444,13.3333333333333,14.8888888888889,7.77777777777778,19.5555555555556,631,450,71.3153724247227
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2302206,BEBERIBE,2007,139.634294494507,69.7738709819553,Suficiente,21.44128113879,13.3451957295374,11.9217081850534,11.0320284697509,42.2597864768683,1515,1124,74.1914191419142
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2302305,BELA CRUZ,2007,123.294316496226,70.1207452375133,Intermediário,32.7338129496403,10.431654676259,12.2302158273381,11.8705035971223,32.7338129496403,265,278,104.905660377359
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2302404,BOA VIAGEM,2007,119.197896428529,67.5955752046096,Intermediário,32.1092278719397,14.9717514124294,12.1468926553672,9.51035781544256,31.2617702448211,1502,1062,70.7057256990679
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2302503,BREJO SANTO,2007,103.754280855525,74.3714395184043,Intermediário,48.1904761904762,9.71428571428571,9.14285714285714,7.23809523809524,25.7142857142857,732,525,71.7213114754098
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2302602,CAMOCIM,2007,111.427078978048,68.9370951093414,Intermediário,38.7546468401487,13.5687732342007,12.2676579925651,8.36431226765799,27.0446096654275,1406,1076,76.5291607396871
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2302701,CAMPOS SALES,2007,104.766163396193,71.4810960385892,Intermediário,44.3231441048035,13.9737991266376,10.4803493449782,7.4235807860262,23.7991266375546,587,458,78.0238500851789
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2302800,CANINDE,2007,108.931798019341,65.9203528965228,Intermediário,38.6246786632391,14.7814910025707,12.3393316195373,9.6401028277635,24.6143958868895,1947,1556,79.9178222907036
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2302909,CAPISTRANO,2007,109.795945079404,64.5673511131031,Intermediário,35.2112676056338,18.3098591549296,14.0845070422535,7.51173708920188,24.8826291079812,277,213,76.8953068592058
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2303006,CARIDADE,2007,114.507486442228,68.7532489799374,Intermediário,37.6744186046512,11.8604651162791,13.7209302325581,8.6046511627907,28.1395348837209,550,430,78.1818181818182
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2303105,CARIRE,2007,78.2993543242203,52.2244463829592,Alfabetização Incompleta,59.1639871382637,15.4340836012862,9.64630225080386,3.85852090032154,11.8971061093248,374,311,83.1550802139038
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2303204,CARIRIACU,2007,96.9969685542453,64.05347793296,Alfabetização Incompleta,50.1108647450111,13.5254988913526,9.97782705099778,7.09534368070953,19.290465631929,637,451,70.8006279434851
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2303303,CARIUS,2007,124.163276664337,69.2507536500602,Intermediário,29.7994269340974,13.7535816618911,12.0343839541547,10.3151862464183,34.0974212034384,441,349,79.1383219954649
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2303402,CARNAUBAL,2007,103.817542609846,64.4524329258785,Intermediário,40.418118466899,17.7700348432056,10.801393728223,9.40766550522648,21.602787456446,332,287,86.4457831325301
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2303501,CASCAVEL,2007,129.03028301702,72.1785041350262,Suficiente,28.2051282051282,15.3846153846154,11.1111111111111,10.7312440645774,34.5679012345679,1280,1053,82.265625
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2303600,CATARINA,2007,153.524502802024,78.9653817452805,Desejável,22.0183486238532,11.0091743119266,9.1743119266055,7.3394495412844,50.4587155963303,146,109,74.6575342465753
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2303659,CATUNDA,2007,104.343282830086,67.4341579747395,Intermediário,47.5609756097561,9.75609756097561,9.75609756097561,9.75609756097561,23.1707317073171,216,164,75.9259259259259
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2303709,CAUCAIA,2007,133.623448874546,68.159568007392,Suficiente,22.3388019839756,15.2613506295307,13.7161388782907,11.4650896604349,37.218618847768,7477,5242,70.1083322188043
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2303808,CEDRO,2007,102.838222618386,64.0733577966762,Intermediário,40.4597701149425,15.4022988505747,12.4137931034483,10.3448275862069,21.3793103448276,570,435,76.3157894736842
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2303907,CHAVAL,2007,108.104196498182,61.1500703224509,Intermediário,37.9807692307692,11.0576923076923,14.9038461538462,12.5,23.5576923076923,260,208,80.0
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2303931,CHORO,2007,109.853561999937,64.4116272729155,Intermediário,38.0804953560372,17.3374613003096,11.7647058823529,9.28792569659443,23.5294117647059,405,323,79.7530864197531
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2303956,CHOROZINHO,2007,122.322616936147,73.4930700271157,Intermediário,33.8403041825095,13.6882129277567,10.2661596958175,7.60456273764259,34.6007604562738,636,526,82.7044025157233
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304004,COREAU,2007,101.04041311738,67.5509636069048,Intermediário,45.7070707070707,14.6464646464646,8.83838383838384,7.82828282828283,22.979797979798,513,396,77.1929824561403
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2304103,CRATEUS,2007,114.470334858483,66.5079826166404,Intermediário,32.72921108742,15.3518123667377,15.0319829424307,10.5543710021322,26.3326226012793,1250,938,75.04
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2304202,CRATO,2007,124.290263220656,69.6444074345804,Intermediário,28.6343612334802,16.8135095447871,12.7019089574156,9.98531571218796,31.8649045521292,1783,1362,76.3881099270892
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2304236,CROATA,2007,125.250047549626,69.4033321512816,Suficiente,28.6532951289398,13.1805157593123,12.8939828080229,10.8882521489971,34.3839541547278,412,349,84.7087378640777
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2304251,CRUZ,2007,171.391024401377,65.2099097220629,Desejável,7.41379310344828,7.41379310344828,12.4137931034483,13.448275862069,59.3103448275862,592,580,97.972972972973
2º Ano do Ensino Fundamental,MUNICIPAL,14,SENADOR POMPEU,2304269,DEPUTADO IRAPUAN PINHEIRO,2007,154.415478249914,74.8000059507676,Desejável,14.1104294478528,17.1779141104294,12.2699386503067,7.97546012269939,48.4662576687117,207,163,78.743961352657
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2304277,ERERE,2007,91.5017301702815,67.5889316048666,Alfabetização Incompleta,56.25,13.5416666666667,6.25,4.16666666666667,19.7916666666667,139,96,69.0647482014388
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2304285,EUSEBIO,2007,118.959942242042,63.7232865301021,Intermediário,30.0121506682868,15.9173754556501,14.9453219927096,10.5710814094775,28.5540704738761,1096,823,75.0912408759124
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2304301,FARIAS BRITO,2007,113.680353373373,74.3346749487884,Intermediário,39.6551724137931,13.7931034482759,11.6379310344828,5.60344827586207,29.3103448275862,312,232,74.3589743589744
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304350,FORQUILHA,2007,104.006359791567,66.3649477740734,Intermediário,40.8408408408408,12.6126126126126,16.2162162162162,9.60960960960961,20.7207207207207,419,333,79.4749403341289
2º Ano do Ensino Fundamental,MUNICIPAL,21,FORTALEZA,2304400,FORTALEZA,2007,112.953469902487,64.3010822349415,Intermediário,34.5214585039256,16.492461827465,12.9184528683589,9.8742835123549,26.1933432878956,31859,20761,65.1652594243385
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2304459,FORTIM,2007,155.811493964885,68.4158869427149,Desejável,14.5161290322581,9.67741935483871,16.5322580645161,9.67741935483871,49.5967741935484,302,248,82.1192052980132
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304509,FRECHEIRINHA,2007,128.191089386786,68.1672074743837,Suficiente,24.8,14.8,16.8,9.6,34.0,299,250,83.6120401337793
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2304608,GENERAL SAMPAIO,2007,120.518392107114,68.8193572709453,Intermediário,32.2368421052632,12.5,13.1578947368421,11.1842105263158,30.9210526315789,191,152,79.5811518324607
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304657,GRACA,2007,133.297665593335,67.7731459397654,Suficiente,23.1316725978648,13.1672597864769,12.8113879003559,12.0996441281139,38.7900355871886,345,281,81.4492753623189
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2304707,GRANJA,2007,142.494948917091,71.3871335168664,Suficiente,19.2579505300353,13.7809187279152,12.7208480565371,11.4840989399293,42.756183745583,763,566,74.1808650065531
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2304806,GRANJEIRO,2007,90.8818266223024,60.8636843485592,Alfabetização Incompleta,54.3689320388349,14.5631067961165,8.7378640776699,8.7378640776699,13.5922330097087,135,103,76.2962962962963
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304905,GROAIRAS,2007,156.797792525769,67.2390688471902,Desejável,10.4712041884817,12.0418848167539,15.1832460732984,14.6596858638743,47.6439790575916,250,191,76.4
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2304954,GUAIUBA,2007,128.987684776582,72.672334427781,Suficiente,28.641975308642,15.5555555555556,11.1111111111111,10.3703703703704,34.320987654321,472,405,85.8050847457627
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2305001,GUARACIABA DO NORTE,2007,116.072089572568,66.5719276395293,Intermediário,32.8824141519251,16.3371488033299,12.4869927159209,10.5098855359001,27.783558792924,1143,961,84.076990376203
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2305100,GUARAMIRANGA,2007,129.027160631593,64.1522582690728,Suficiente,19.2982456140351,19.2982456140351,18.4210526315789,11.4035087719298,31.5789473684211,139,114,82.0143884892086
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2305209,HIDROLANDIA,2007,94.1285406690356,60.4971323067229,Alfabetização Incompleta,48.6215538847118,13.0325814536341,10.2756892230576,9.77443609022556,18.2957393483709,487,399,81.9301848049281
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2305233,HORIZONTE,2007,142.523054242351,74.2646223591492,Suficiente,22.0689655172414,12.6108374384236,12.9064039408867,10.64039408867,41.7733990147783,1332,1015,76.2012012012012
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2305266,IBARETAMA,2007,89.329968199573,61.6610604627422,Alfabetização Incompleta,54.3933054393305,14.6443514644351,10.0418410041841,5.02092050209205,15.8995815899582,337,239,70.919881305638
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2305308,IBIAPINA,2007,120.416670683259,69.9619657503185,Intermediário,33.9041095890411,14.7260273972603,11.3013698630137,9.93150684931507,30.1369863013699,356,292,82.0224719101124
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2305332,IBICUITINGA,2007,119.327839736661,60.3866242090237,Intermediário,29.1891891891892,13.5135135135135,13.5135135135135,13.5135135135135,30.2702702702703,233,185,79.3991416309013
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2305357,ICAPUI,2007,127.935752783522,67.8338270544399,Suficiente,25.5681818181818,17.3295454545455,14.2045454545455,7.95454545454545,34.9431818181818,494,352,71.2550607287449
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2305407,ICO,2007,91.3751022067878,56.9092149705105,Alfabetização Incompleta,48.6687965921193,15.122470713525,12.1405750798722,7.98722044728435,16.0809371671991,1340,939,70.0746268656716
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2305506,IGUATU,2007,119.609177609106,70.2986664931892,Intermediário,33.8620142743854,14.5915939730373,11.1816019032514,9.8334655035686,30.5313243457573,1667,1261,75.6448710257948
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2305605,INDEPENDENCIA,2007,153.990442202189,70.7074326566224,Desejável,17.4657534246575,8.9041095890411,10.958904109589,11.3013698630137,51.3698630136986,391,292,74.6803069053708
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2305654,IPAPORANGA,2007,139.822035988366,72.1032412374429,Suficiente,23.6714975845411,11.1111111111111,14.0096618357488,9.17874396135266,42.0289855072464,248,207,83.4677419354839
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2305704,IPAUMIRIM,2007,100.823226845043,63.6768119708548,Intermediário,41.8181818181818,11.5151515151515,13.9393939393939,14.5454545454545,18.1818181818182,289,165,57.0934256055363
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2305803,IPU,2007,115.163285722482,64.053246567716,Intermediário,32.8467153284672,15.4744525547445,15.036496350365,8.90510948905109,27.7372262773723,852,685,80.3990610328639
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2305902,IPUEIRAS,2007,99.5047958732563,64.8711669574102,Alfabetização Incompleta,45.8188153310105,15.6794425087108,12.1951219512195,6.79442508710801,19.5121951219512,836,574,68.6602870813397
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306009,IRACEMA,2007,127.998811338444,68.6554896651883,Suficiente,27.7511961722488,11.9617224880383,13.3971291866029,13.3971291866029,33.4928229665072,293,209,71.3310580204778
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2306108,IRAUCUBA,2007,124.34228577419,67.841697456403,Intermediário,27.9742765273312,11.2540192926045,18.3279742765273,10.9324758842444,31.5112540192926,419,311,74.2243436754177
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2306207,ITAICABA,2007,167.121916848713,79.8596542319225,Desejável,20.0,5.33333333333333,8.0,6.66666666666667,60.0,94,75,79.7872340425532
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2306256,ITAITINGA,2007,121.286355638736,67.4693072611054,Intermediário,29.9583911234397,14.9791955617198,14.2857142857143,11.6504854368932,29.126213592233,844,721,85.4265402843602
2º Ano do Ensino Fundamental,MUNICIPAL,2,ITAPIPOCA,2306306,ITAPAJE,2007,134.694039269144,67.215522880065,Suficiente,20.3054806828392,15.9928122192273,15.5435759209344,10.3324348607367,37.8256963162624,1339,1113,83.1217326362957
2º Ano do Ensino Fundamental,MUNICIPAL,2,ITAPIPOCA,2306405,ITAPIPOCA,2007,102.283732446583,61.3873249068359,Intermediário,40.9333333333333,16.6222222222222,13.2,9.51111111111111,19.7333333333333,2804,2250,80.2425106990014
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2306504,ITAPIUNA,2007,88.1327888464953,56.8085921321774,Alfabetização Incompleta,49.5454545454545,17.7272727272727,11.3636363636364,6.81818181818182,14.5454545454545,322,220,68.3229813664596
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2306553,ITAREMA,2007,142.297798645221,74.1329724519342,Suficiente,24.6973365617433,9.44309927360775,10.1694915254237,8.95883777239709,46.7312348668281,472,413,87.5
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2306603,ITATIRA,2007,110.755221147234,65.0825064692162,Intermediário,33.7811900191939,19.0019193857965,13.4357005758157,8.82917466410749,24.9520153550864,629,521,82.8298887122417
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306702,JAGUARETAMA,2007,105.161189190827,59.8955499855372,Intermediário,38.8235294117647,13.8823529411765,17.4117647058824,11.5294117647059,18.3529411764706,521,425,81.573896353167
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306801,JAGUARIBARA,2007,102.355766912472,66.4974191824159,Intermediário,44.2622950819672,11.4754098360656,16.3934426229508,5.73770491803279,22.1311475409836,158,122,77.2151898734177
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306900,JAGUARIBE,2007,107.903256733566,65.7367404229401,Intermediário,40.8284023668639,13.1360946745562,12.189349112426,8.87573964497041,24.9704142011834,1061,845,79.6418473138549
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2307007,JAGUARUANA,2007,119.467543771486,71.0121423301908,Intermediário,35.207100591716,13.6094674556213,10.0591715976331,8.87573964497041,32.2485207100592,516,338,65.5038759689923
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2307106,JARDIM,2007,108.830431391446,65.0695603875904,Intermediário,37.8071833648393,15.6899810964083,12.476370510397,9.64083175803403,24.3856332703214,655,529,80.7633587786259
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2307205,JATI,2007,137.00037103254,59.2895292673333,Suficiente,13.953488372093,16.2790697674419,18.6046511627907,17.4418604651163,33.7209302325581,119,86,72.2689075630252
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2307254,JIJOCA DE JERICOACOARA,2007,160.030282144588,73.5630979533429,Desejável,14.375,11.875,12.8125,9.375,51.5625,384,320,83.3333333333333
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2307304,JUAZEIRO DO NORTE,2007,118.940896812028,66.5934493250775,Intermediário,31.0585498255138,15.2772392400155,13.183404420318,11.2446684761535,29.2361380379992,3790,2579,68.0474934036939
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2307403,JUCAS,2007,120.727428305819,66.1296105764686,Intermediário,30.9192200557103,13.091922005571,14.4846796657382,9.74930362116992,31.7548746518106,453,359,79.2494481236203
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2307502,LAVRAS DA MANGABEIRA,2007,92.9263810094633,62.6329122528301,Alfabetização Incompleta,51.1363636363636,13.474025974026,10.0649350649351,7.79220779220779,17.5324675324675,812,616,75.8620689655172
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2307601,LIMOEIRO DO NORTE,2007,104.609604252816,66.8823624518217,Intermediário,41.2445730824891,15.9189580318379,10.8538350217077,9.55137481910275,22.4312590448625,881,691,78.4335981838819
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2307635,MADALENA,2007,100.872018879486,62.5938818909197,Intermediário,44.1471571906355,15.0501672240803,13.7123745819398,8.69565217391304,18.3946488294314,436,299,68.5779816513761
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2307650,MARACANAU,2007,118.719171267037,67.3806575727184,Intermediário,31.4851485148515,16.2706270627063,13.6963696369637,9.00990099009901,29.5379537953795,4023,3030,75.316927665921
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2307700,MARANGUAPE,2007,125.722243122858,67.3716378407652,Suficiente,25.9922178988327,16.7315175097276,14.863813229572,10.1945525291829,32.2178988326848,1629,1285,78.8827501534684
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2307809,MARCO,2007,156.332475820806,74.7339041729608,Desejável,18.1008902077151,9.19881305637982,12.0178041543027,9.79228486646884,50.8902077151335,780,674,86.4102564102564
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2307908,MARTINOPOLE,2007,145.634348477114,72.4273742768142,Suficiente,20.5882352941176,11.0294117647059,13.9705882352941,11.7647058823529,42.6470588235294,336,272,80.952380952381
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2308005,MASSAPE,2007,114.651325620791,67.256291290766,Intermediário,34.0659340659341,16.0714285714286,13.4615384615385,10.1648351648352,26.2362637362637,830,728,87.710843373494
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2308104,MAURITI,2007,91.6347773802818,60.9463124735307,Alfabetização Incompleta,48.4351713859911,16.0953800298063,12.3695976154993,8.34575260804769,14.7540983606557,899,671,74.6384872080089
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2308203,MERUOCA,2007,124.883504396409,70.8212354890356,Intermediário,31.0344827586207,11.6379310344828,12.5,10.3448275862069,34.4827586206897,289,232,80.2768166089965
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2308302,MILAGRES,2007,91.0066668730037,56.3390607766739,Alfabetização Incompleta,47.6,18.0,12.4,7.2,14.8,353,250,70.8215297450425
2º Ano do Ensino Fundamental,MUNICIPAL,14,SENADOR POMPEU,2308351,MILHA,2007,91.2573102462485,57.3227072744353,Alfabetização Incompleta,46.6101694915254,19.4915254237288,9.32203389830508,11.0169491525424,13.5593220338983,167,118,70.6586826347305
